id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1000010,5521373,13258,13258,13176, 60 months,5.34,399.38,A,D2,Accountant,2 years,RENT,201027,Source Verified,Aug-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000010,Borrower added for business purpose,vacation,vacation,289xx,NY,27.51,1,Jun-96,1,115,97,15,2,25497,76.8,6,f,8037.687832974048,8037.687832974048,11583.39,11583.39,5891.49,627.36,0,312.27,0,Mar-15,1.72,Apr-18,Oct-17,0,19,1,INDIVIDUAL,,,,1,239,203657,8,2,0,7,0,48412,33.1,3,1,12147,20.5,51371,3,8,8
1000011,7019877,31841,31841,31814, 36 months,24.21,1252.73,A,A4,Consultant,1 year,MORTGAGE,100260,Source Verified,Apr-15,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000011,Borrower added for business purpose,vacation,vacation,270xx,IL,28.41,4,Apr-04,7,102,48,1,2,2177,64.3,13,w,4798.710601102767,4798.710601102767,32017.08,32017.08,28212.37,1213.86,0,423.28,0,Jun-14,551.58,Aug-19,Feb-15,0,65,1,JOINT,,,,2,4933,443984,7,1,0,9,55,70492,84.2,1,10,7199,8.4,72235,0,18,0
1000012,4344769,11736,11736,11720, 60 months,5.89,356.45,E,A5,Accountant,7 years,MORTGAGE,75871,Verified,Jan-17,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000012,Borrower added for business purpose,major_purchase,major_purchase,808xx,NY,38.64,4,Nov-81,3,19,93,8,3,17887,59.3,6,w,6103.019741788571,6103.019741788571,11063.67,11063.67,5915.45,1932.77,0,5.12,0,Mar-16,1236.82,Oct-19,Jun-12,0,15,1,INDIVIDUAL,,,,2,4763,289587,2,0,6,14,26,77289,7.4,3,13,12526,37.6,69239,1,11,13
1000013,1103355,29044,29044,29039, 60 months,7.86,908.26,A,E3,Consultant,4 years,RENT,211750,Not Verified,Feb-13,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000013,Borrower added for business purpose,small_business,small_business,428xx,OH,18.69,3,Oct-99,1,6,5,23,3,46811,18.1,41,f,921.5341720083625,921.5341720083625,40492.79,40492.79,23457.18,1802.25,0,132.85,0,Mar-10,1203.14,Jun-19,Oct-15,0,72,1,INDIVIDUAL,,,,0,3663,369740,5,4,4,2,113,53634,6.2,5,2,10866,32.5,33621,4,5,3
1000014,2262752,16997,16997,16979, 60 months,5.28,511.55,B,B5,Consultant,2 years,OWN,140773,Verified,Dec-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000014,Borrower added for business purpose,credit_card,credit_card,328xx,MI,25.66,0,Jul-04,3,90,34,4,4,15109,3.4,24,w,2050.315833598213,2050.315833598213,8667.35,8667.35,13548.04,61.0,0,454.17,0,Aug-17,1939.07,Mar-18,Mar-07,0,13,1,JOINT,,,,1,9329,60739,1,1,1,5,64,34226,44.3,6,9,2548,97.7,49547,3,3,2
1000015,6664789,15215,15215,15160, 60 months,16.34,537.47,E,F3,Consultant,4 years,OWN,80693,Source Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000015,Borrower added for business purpose,debt_consolidation,debt_consolidation,244xx,NY,22.03,0,Oct-89,6,119,26,22,2,38429,48.9,21,f,7733.578816103081,7733.578816103081,17549.88,17549.88,14391.63,961.91,0,194.09,0,Dec-07,239.26,May-19,Aug-07,0,0,1,INDIVIDUAL,,,,1,7712,82399,5,2,3,1,69,26179,40.7,5,17,6236,39.5,35738,2,13,5
1000016,6743066,34069,34069,34042, 60 months,23.65,1330.37,G,G3,Doctor,10+ years,MORTGAGE,94797,Verified,Sep-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000016,Borrower added for business purpose,small_business,small_business,966xx,OH,6.87,2,Jan-99,6,70,83,10,4,26428,98.8,29,w,2239.084411887785,2239.084411887785,39260.03,39260.03,20182.68,658.94,0,353.19,0,Jun-09,1731.14,Dec-19,Aug-16,0,34,1,JOINT,,,,1,1000,225563,4,0,3,19,83,82987,16.2,6,17,16988,4.7,9106,1,0,5
1000017,7113790,24911,24911,24846, 60 months,18.32,904.6,F,F1,,10+ years,OWN,230087,Source Verified,May-07,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000017,Borrower added for business purpose,debt_consolidation,debt_consolidation,133xx,TX,18.99,3,Aug-84,0,1,112,16,2,2124,19.6,23,w,925.2982752145866,925.2982752145866,21981.09,21981.09,11592.98,1021.21,0,70.01,0,Jan-12,782.38,Sep-19,Jan-17,0,81,1,JOINT,,,,0,1455,56477,3,3,5,2,38,85498,26.3,1,11,2261,98.7,78025,0,7,7
1000018,5721339,18030,18030,17993, 36 months,21.45,683.45,G,F4,Teacher,7 years,MORTGAGE,297948,Verified,May-07,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000018,Borrower added for business purpose,major_purchase,major_purchase,272xx,OH,22.25,2,Apr-09,0,42,101,18,0,36022,53.7,46,f,5972.032822521003,5972.032822521003,12969.59,12969.59,16564.87,1212.43,0,339.19,0,Oct-13,774.07,Dec-19,Dec-07,0,0,1,JOINT,,,,1,5621,460461,2,3,7,8,107,58537,97.4,0,18,12621,78.6,67554,0,18,10
1000019,4275709,30334,30334,30298, 36 months,5.27,912.82,E,F2,Accountant,6 years,MORTGAGE,243853,Not Verified,Jan-08,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000019,Borrower added for business purpose,major_purchase,major_purchase,119xx,NC,38.08,3,Feb-91,2,96,39,4,3,2413,67.1,12,w,5479.365161617327,5479.365161617327,22437.53,22437.53,18168.44,400.06,0,36.58,0,Apr-12,697.62,Oct-18,Jul-10,0,42,1,JOINT,,,,0,9586,388263,7,3,2,19,2,15367,51.3,8,18,18699,99.8,56255,0,15,3
1000020,1084654,15571,15571,15504, 36 months,15.84,546.2,E,D3,Accountant,5 years,MORTGAGE,211187,Source Verified,Jun-09,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000020,Borrower added for business purpose,wedding,wedding,569xx,IL,15.3,4,May-93,1,20,13,8,4,20771,48.4,56,w,6078.93928983293,6078.93928983293,20249.53,20249.53,8400.87,1563.14,0,358.66,0,Sep-16,249.47,Mar-19,Sep-13,0,68,1,JOINT,,,,2,5694,220308,9,4,6,4,58,64986,8.8,6,8,3648,31.8,84843,6,7,3
1000021,6147581,29927,29927,29842, 36 months,14.19,1025.6,C,B5,Consultant,< 1 year,RENT,98363,Verified,Aug-09,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000021,Borrower added for business purpose,vacation,vacation,411xx,PA,39.22,3,Jun-81,2,28,73,4,1,6089,50.7,15,f,6183.054963630913,6183.054963630913,16941.77,16941.77,20701.26,950.14,0,161.9,0,May-12,957.01,Sep-19,May-10,0,74,1,JOINT,,,,0,9753,398478,5,2,1,5,1,58539,5.0,1,0,12017,11.8,48011,0,4,12
1000022,2954354,21714,21714,21625, 36 months,14.98,752.51,C,A5,,9 years,OWN,127904,Source Verified,Aug-12,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000022,Borrower added for business purpose,vacation,vacation,871xx,MI,22.15,1,Mar-00,3,31,51,10,2,5833,66.1,17,w,5001.973458645037,5001.973458645037,23099.88,23099.88,10589.51,1984.01,0,232.92,0,Nov-08,1574.76,Nov-18,Sep-16,0,101,1,INDIVIDUAL,,,,2,9661,473730,8,0,8,9,46,91117,4.2,6,11,14334,39.8,68657,1,7,0
1000023,9242680,24387,24387,24339, 36 months,6.44,746.77,C,B5,,< 1 year,RENT,134952,Not Verified,Oct-13,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000023,Borrower added for business purpose,credit_card,credit_card,524xx,AZ,10.46,2,Oct-91,6,44,105,20,0,15748,81.5,17,w,4937.739205686557,4937.739205686557,19676.42,19676.42,14100.03,50.25,0,83.13,0,Jun-09,1750.86,Sep-18,Sep-07,0,87,1,JOINT,,,,1,4700,169296,2,2,6,8,95,27260,38.9,3,1,6928,14.0,41724,1,16,10
1000024,3428388,29444,29444,29402, 60 months,18.69,1074.69,D,E1,Teacher,< 1 year,OWN,39477,Source Verified,Apr-07,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000024,Borrower added for business purpose,car,car,120xx,NY,8.47,3,Aug-95,1,75,78,4,1,49308,33.3,13,f,9241.655652894624,9241.655652894624,22531.96,22531.96,18584.12,379.44,0,313.92,0,Apr-16,1925.72,Jun-19,Feb-17,0,102,1,JOINT,,,,2,4295,388558,4,4,0,0,19,11714,86.6,2,1,13492,14.7,44871,7,5,10
1000025,9916786,20921,20921,20886, 60 months,15.06,725.85,B,E4,Doctor,9 years,RENT,298271,Not Verified,Apr-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000025,Borrower added for business purpose,home_improvement,home_improvement,328xx,MI,6.53,2,Nov-83,6,76,39,16,0,42083,89.9,9,f,5338.8172487974025,5338.8172487974025,21041.04,21041.04,11848.67,1379.26,0,168.78,0,Aug-11,1570.58,Aug-19,Sep-17,0,108,1,JOINT,,,,2,7786,421984,3,4,3,15,99,54938,83.3,3,4,14575,90.3,8038,4,2,2
1000026,3663046,14057,14057,14000, 60 months,20.3,524.56,E,A3,Teacher,7 years,RENT,237790,Source Verified,Mar-09,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000026,Borrower added for business purpose,home_improvement,home_improvement,447xx,IL,18.66,3,Sep-99,4,102,42,12,0,21387,48.5,22,w,6173.002024138587,6173.002024138587,19649.74,19649.74,9420.38,1390.36,0,191.69,0,Sep-13,1246.18,Oct-19,Jul-11,0,95,1,INDIVIDUAL,,,,2,5366,180676,5,1,1,5,26,64379,36.8,4,0,6546,99.4,96594,3,19,2
1000027,6499720,25858,25858,25846, 60 months,14.71,892.71,G,G1,Engineer,7 years,MORTGAGE,46049,Not Verified,Jan-15,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000027,Borrower added for business purpose,small_business,small_business,168xx,IL,1.86,0,Apr-85,7,107,111,10,2,5753,66.2,44,w,2669.693919387446,2669.693919387446,28911.62,28911.62,16310.98,1164.38,0,326.1,0,Aug-08,995.07,Dec-18,Jan-17,0,54,1,JOINT,,,,0,1907,277767,1,2,9,15,83,23386,77.4,8,11,10873,99.4,99672,2,10,11
1000028,7640913,27062,27062,27011, 60 months,7.99,847.9,E,A2,Accountant,6 years,MORTGAGE,32473,Source Verified,Apr-14,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000028,Borrower added for business purpose,major_purchase,major_purchase,266xx,NY,18.36,2,Aug-90,7,112,57,25,0,14138,10.7,56,f,8710.932008021911,8710.932008021911,34872.38,34872.38,23401.99,1943.92,0,89.43,0,Nov-15,1749.79,May-18,Jan-11,0,15,1,INDIVIDUAL,,,,0,3588,250248,5,3,4,19,18,86510,75.2,3,4,16947,43.8,64759,7,12,14
1000029,4416664,21567,21567,21510, 60 months,17.97,779.37,C,A2,,5 years,RENT,233317,Not Verified,Nov-14,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000029,Borrower added for business purpose,medical,medical,651xx,GA,39.55,4,May-89,4,58,2,11,4,39021,49.2,18,f,243.68092659163176,243.68092659163176,23738.45,23738.45,20511.19,830.63,0,426.0,0,Jul-13,1479.03,Sep-19,Jul-14,0,66,1,JOINT,,,,0,7983,223097,2,1,8,19,54,38346,48.3,8,13,17377,23.9,3593,9,18,7
1000030,4385659,30739,30739,30708, 36 months,8.45,969.64,E,G4,Consultant,3 years,OWN,250582,Verified,Feb-13,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000030,Borrower added for business purpose,major_purchase,major_purchase,789xx,PA,27.13,4,May-06,9,103,14,2,1,1702,1.6,38,w,5572.267622977744,5572.267622977744,36816.59,36816.59,14156.97,834.07,0,369.64,0,Mar-16,322.52,Jul-19,May-14,0,110,1,JOINT,,,,2,8656,460121,7,2,2,2,62,92344,40.4,3,7,18666,17.2,40559,5,19,7
1000031,4385357,4754,4754,4674, 60 months,22.45,182.67,F,D5,,< 1 year,OWN,33714,Verified,Sep-11,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000031,Borrower added for business purpose,medical,medical,248xx,NY,30.63,3,Sep-95,7,2,44,16,0,34433,39.1,26,w,3838.5029519810864,3838.5029519810864,4432.67,4432.67,4249.99,1820.95,0,288.87,0,Aug-15,1365.1,May-19,Dec-16,0,62,1,INDIVIDUAL,,,,2,1257,108929,9,1,4,13,84,41688,18.1,0,10,953,38.2,51441,6,2,7
1000032,2465689,28044,28044,27945, 36 months,17.26,1003.48,E,G3,,8 years,MORTGAGE,232875,Source Verified,Jun-09,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000032,Borrower added for business purpose,major_purchase,major_purchase,183xx,CA,5.64,4,May-07,8,38,94,23,0,21773,5.4,52,f,6039.041955604769,6039.041955604769,39990.23,39990.23,26895.96,1076.88,0,64.17,0,Jan-09,862.08,Jun-19,Jan-08,0,71,1,INDIVIDUAL,,,,2,2207,104612,9,1,9,7,42,68914,27.9,0,17,13728,59.9,18876,4,18,8
1000033,1068148,2724,2724,2665, 36 months,8.14,85.54,G,A4,Developer,< 1 year,MORTGAGE,116988,Not Verified,Jan-12,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000033,Borrower added for business purpose,home_improvement,home_improvement,724xx,MI,19.45,4,May-08,6,50,10,19,3,12425,89.7,37,w,3601.7204977138017,3601.7204977138017,2729.28,2729.28,2211.8,707.46,0,343.55,0,Dec-13,1191.6,Oct-19,Jun-11,0,95,1,JOINT,,,,1,8971,128509,5,0,1,19,83,30671,33.9,3,9,17221,74.4,80348,4,19,13
1000034,2825665,2376,2376,2294, 60 months,24.25,93.53,A,C1,Accountant,3 years,OWN,287280,Verified,Aug-13,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000034,Borrower added for business purpose,car,car,687xx,CA,12.16,2,Mar-99,5,115,109,12,3,38575,67.3,28,w,7176.879117176469,7176.879117176469,2499.02,2499.02,2370.9,1437.88,0,9.05,0,May-14,1796.71,May-19,Jul-17,0,21,1,JOINT,,,,0,7267,327139,7,1,3,13,4,39188,81.3,3,8,16991,51.6,80245,9,6,7
1000035,3745683,9706,9706,9649, 60 months,15.37,338.22,F,A5,Engineer,2 years,OWN,118115,Source Verified,Feb-10,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000035,Borrower added for business purpose,car,car,574xx,AZ,35.87,3,Jun-87,6,7,38,4,4,18495,79.2,59,f,203.31442973430813,203.31442973430813,9948.32,9948.32,5833.56,1239.34,0,402.2,0,Sep-12,1305.14,May-19,Jun-16,0,55,1,JOINT,,,,1,555,466315,6,4,1,14,118,19545,55.3,9,14,15067,84.3,38448,7,10,5
1000036,5056518,9894,9894,9796, 60 months,6.46,303.06,F,E5,Teacher,6 years,OWN,51516,Verified,Jan-16,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000036,Borrower added for business purpose,credit_card,credit_card,772xx,MI,8.07,2,Aug-07,6,109,18,17,3,20098,46.8,33,w,4058.8943876914295,4058.8943876914295,8075.37,8075.37,8886.65,612.82,0,151.9,0,Dec-09,1877.45,Jul-18,Feb-15,0,51,1,INDIVIDUAL,,,,1,8160,360978,5,3,7,9,19,14328,20.1,6,9,17764,92.0,67632,0,8,4
1000037,3669995,19037,19037,18982, 60 months,17.54,683.85,E,G4,Engineer,4 years,MORTGAGE,65099,Not Verified,Sep-16,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000037,Borrower added for business purpose,medical,medical,878xx,TX,18.89,3,Mar-86,2,45,78,12,0,6983,85.2,17,w,8312.635997424137,8312.635997424137,13920.59,13920.59,15309.96,595.86,0,58.61,0,Nov-08,1732.74,Sep-19,Jun-16,0,111,1,JOINT,,,,1,6825,498458,8,0,6,16,75,77018,9.6,0,3,6975,88.6,25593,2,14,14
1000038,5997895,19450,19450,19423, 60 months,10.06,628.14,D,B4,Developer,4 years,OWN,33188,Source Verified,Jan-07,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000038,Borrower added for business purpose,medical,medical,242xx,MI,23.93,4,Apr-89,5,65,101,16,0,21494,87.3,54,f,2502.0071777943585,2502.0071777943585,11161.09,11161.09,11554.41,791.23,0,82.24,0,Feb-15,257.8,Aug-18,Jul-08,0,80,1,JOINT,,,,2,3092,452503,8,1,6,7,111,4786,49.7,4,10,19292,36.9,73035,6,11,3
1000039,7397986,17406,17406,17406, 60 months,21.07,656.4,C,B1,Doctor,3 years,MORTGAGE,257445,Not Verified,Jul-15,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000039,Borrower added for business purpose,medical,medical,692xx,IL,21.05,3,Apr-89,5,5,19,3,1,11216,35.7,31,w,527.50878380322,527.50878380322,21203.55,21203.55,14321.76,143.24,0,481.57,0,Sep-14,23.3,Dec-19,Aug-09,0,26,1,JOINT,,,,0,1273,460303,9,0,6,18,60,69236,66.6,9,16,7645,95.1,67104,2,11,2
1000040,2870928,30725,30725,30684, 60 months,21.36,1163.25,B,D3,Engineer,< 1 year,RENT,131073,Not Verified,Jan-16,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000040,Borrower added for business purpose,major_purchase,major_purchase,760xx,OH,33.38,3,Aug-82,8,111,85,2,3,44995,37.7,5,w,4965.240745651686,4965.240745651686,24250.48,24250.48,21684.88,1885.23,0,386.92,0,Nov-10,768.82,Oct-18,Apr-08,0,63,1,JOINT,,,,1,1212,104961,9,3,8,3,61,20240,81.9,7,17,12309,92.3,17229,8,5,13
1000041,5155299,6926,6926,6845, 36 months,24.58,273.84,B,C4,,4 years,RENT,25560,Not Verified,Oct-08,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000041,Borrower added for business purpose,wedding,wedding,390xx,CA,10.03,1,Jul-05,0,57,70,26,2,2397,50.8,11,f,9765.3346052679,9765.3346052679,6158.59,6158.59,3555.7,366.04,0,118.94,0,May-17,1730.66,Jul-18,May-13,0,44,1,JOINT,,,,0,8985,49556,3,3,1,9,73,22430,79.7,7,16,7635,41.2,64790,1,16,6
1000042,7249859,10496,10496,10449, 60 months,15.04,364.05,A,D4,Manager,3 years,RENT,128763,Verified,Oct-14,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000042,Borrower added for business purpose,home_improvement,home_improvement,906xx,CA,15.72,3,Sep-95,6,40,55,7,3,26770,4.2,8,f,641.5856153513666,641.5856153513666,14903.57,14903.57,5293.42,387.65,0,481.73,0,Feb-12,460.25,Jan-18,Mar-15,0,66,1,INDIVIDUAL,,,,0,2719,320009,7,0,5,3,116,51597,82.4,6,0,12278,42.1,63472,0,17,13
1000043,3305413,30806,30806,30767, 60 months,14.1,1054.37,B,C4,Engineer,9 years,OWN,235448,Source Verified,Sep-11,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1000043,Borrower added for business purpose,vacation,vacation,156xx,FL,31.89,1,Nov-03,0,116,77,6,0,38222,99.6,14,f,700.5649274979331,700.5649274979331,32852.98,32852.98,25508.58,1294.08,0,70.06,0,Sep-13,1382.8,May-18,Aug-12,0,25,1,INDIVIDUAL,,,,2,6659,455609,2,2,3,19,62,15830,44.8,3,11,12221,7.8,37044,6,8,8
